rank,Gene ID,Gene Symbol,Specie,Score,--->,Publication ID (ordered by date)
1,6850,SYK,Homo sapiens,190.54205279362,--->,29235464,28957395,28919467,28877763,28786489,28767218,28468967,28336564,28131718,28082678,27510553,27461624,27365531,27338330,27293079,26980390,26910509,26889814,26884848,26404525,26315286,26251216,26212014,26096845,26032420,25974135,25921550,25896065,25748087,25612940,25543269,25331948,25287946,25287889,25257535,25251945,25202827,25160932,25156507,24795896,24779514,24700868,24610702,24569110,24564859,24555683,24547708,24525236,24499258,24477596,24376268,24313320,24286216,24275652,24013589,23994797,23960082,23917087,23861534,23803121,23803069,23764004,23480133,23396946,23396081,23299888,23293025,23242981,23071339,22956578,22864779,22776094,22707146,22659134,22585575,22541243,22384232,22354960,22321643,22287277,22219190,22031919,21981270,21953500,21822214,21807898,21730355,21642504,21552259,21482705,21469132,21468383,21378271,21334257,21086786,20563729,20467426,20439541,20401456,20013945,19581935,19553680,19549911,19530990,19421152,19195024,19018007,18803050,18715866,18485118,18052078,18006696,17874182,17130299,16849645,16322234,16288017,15956283,15955106,15701717,15507431,15337524,15188513,15143214,15059510,12907655,10872802,9891087,9695951,8163536,7831290,3472906,3350007,3198621,1569106,
24,59067,IL21,Homo sapiens,4.2640703018816,--->,26840345,24214876,23396946,22250083,21357266,17015683,16406655,15494482,15100251,
25,115650,TNFRSF13C,Homo sapiens,4.1757844394125,--->,24825858,24809296,16320342,12374279,11591325,
26,284266,SIGLEC15,Homo sapiens,4.1335436974281,--->,23035012,17483134,
27,399,RHOH,Homo sapiens,4.1163217903876,--->,23499578,22474251,19847197,18559497,
28,1510,CTSE,Homo sapiens,4.1163217903876,--->,11322887,8346912,2226872,1794985,
29,89790,SIGLEC10,Homo sapiens,4.104148518201,--->,11409878,11358961,11284738,
30,10750,GRAP,Homo sapiens,4.104148518201,--->,15174222,10391903,8647802,
31,106096416,LOC106096416,Homo sapiens,4.0265785186434,--->,9271368,7692231,7681143,
32,84639,IL1F10,Homo sapiens,4.0055318170402,--->,28942884,11747621,11278614,10512743,
33,54,ACP5,Homo sapiens,3.9655846581243,--->,2909539,2775236,2610679,2338077,2334436,
34,1520,CTSS,Homo sapiens,3.9383378392854,--->,22952693,21585286,8612130,8157683,2044774,1377692,
35,6366,CCL21,Homo sapiens,3.8758913814834,--->,28275068,27021907,25957582,9419363,9257816,9235955,
36,50615,IL21R,Homo sapiens,3.8689462339989,--->,23396946,19075398,17015683,11016959,
37,29109,FHOD1,Homo sapiens,3.8365768517789,--->,22490440,15138285,12677009,10352228,
38,100527949,GIMAP1-GIMAP5,Homo sapiens,3.83395052035,--->,15474311,11814688,
39,93978,CLEC6A,Homo sapiens,3.8192483409816,--->,27358401,21677049,15810886,
40,3702,ITK,Homo sapiens,3.81705584085,--->,24462896,24376268,23293025,22302878,20439541,
41,10563,CXCL13,Homo sapiens,3.7563507593356,--->,23925290,21084753,16531331,11554781,9486651,9463416,
42,3687,ITGAX,Homo sapiens,3.7372662402464,--->,11369639,9176697,4062888,3549901,3327687,
43,2323,FLT3LG,Homo sapiens,3.6840902675262,--->,17949888,15905588,11877288,7566977,
44,10068,IL18BP,Homo sapiens,3.6553095729498,--->,21867627,21418867,10329540,10023777,
45,7114,TMSB4X,Homo sapiens,3.6421968516551,--->,18519035,17567947,6838210,2677145,1447300,
46,111188156,LOC111188156,Homo sapiens,3.64171712247,--->,9147389,8628293,8264604,
47,8477,GPR65,Homo sapiens,3.64171712247,--->,24152439,22445881,9655242,
48,55997,CFC1,Homo sapiens,3.5878081961232,--->,18162845,15096953,11062482,
49,116379,IL22RA2,Homo sapiens,3.5361706783869,--->,15201862,11607789,11481447,
50,55340,GIMAP5,Homo sapiens,3.5361706783869,--->,15474311,14724691,11814688,
51,2829,XCR1,Homo sapiens,3.4390148962626,--->,26966045,21948982,9632725,
52,30009,TBX21,Homo sapiens,3.397867968858,--->,26418311,23607257,21055151,17325860,16487356,11087660,
53,1690,COCH,Homo sapiens,3.3937455891083,--->,29305555,26256111,19657184,9441737,
54,64844,MARCH7,Homo sapiens,3.3931970149967,--->,19901269,17161353,15670816,
55,5336,PLCG2,Homo sapiens,3.3208548474727,--->,28786489,25227611,21822214,12093870,9730685,
56,1776,DNASE1L3,Homo sapiens,3.3064481720488,--->,14646506,9714828,9070308,
57,973,CD79A,Homo sapiens,3.3005301475363,--->,21822214,8077654,7539038,1569106,
58,1269,CNR2,Homo sapiens,3.2913758354867,--->,23711022,19757078,19496827,14764676,7689702,7556170,
59,7044,LEFTY2,Homo sapiens,3.2653017329408,--->,11100524,10053005,9230066,
60,974,CD79B,Homo sapiens,3.2560015293864,--->,17878339,15661909,8077654,7539038,
61,9033,PKD2L1,Homo sapiens,3.1870016739868,--->,11805156,10602361,9878261,
62,695,BTK,Homo sapiens,3.1775418315122,--->,26880800,25413232,21822214,21482705,12093870,10872802,10201980,
63,125111,GJD3,Homo sapiens,3.170685053995,--->,12176752,12064584,
64,4067,LYN,Homo sapiens,3.1587316641644,--->,21822214,21730355,11739737,10945997,10872802,9837776,7831290,2505253,
65,8174,MADCAM1,Homo sapiens,3.1496879177493,--->,12586641,8989586,8609404,
66,23090,ZNF423,Homo sapiens,3.1135032553188,--->,27336129,25219468,9151733,
67,168537,GIMAP7,Homo sapiens,3.0629744225231,--->,15474311,11814688,
68,6504,SLAMF1,Homo sapiens,3.0513814619693,--->,20042501,17692919,12610126,9091591,
69,1043,CD52,Homo sapiens,3.0442714577584,--->,10561018,7890742,1711975,
70,53947,A4GALT,Homo sapiens,3.0442714577584,--->,20961863,10854428,10748143,
71,107982234,LOC107982234,Homo sapiens,2.978855998077,--->,10822272,9336463,2173145,
72,3937,LCP2,Homo sapiens,2.9719222654798,--->,23901140,23293025,16354835,8760799,7706237,
73,129521,NMS,Homo sapiens,2.9674976497909,--->,17870195,15635449,
74,8740,TNFSF14,Homo sapiens,2.9234070310462,--->,19826934,19716382,11390428,9765287,
75,23166,STAB1,Homo sapiens,2.9168743178895,--->,15345716,12077138,11829752,
76,51266,CLEC1B,Homo sapiens,2.9168743178895,--->,28705934,26855187,19824697,
77,57733,GBA3,Homo sapiens,2.9168743178895,--->,20728381,11784319,11043382,
78,57379,AICDA,Homo sapiens,2.878650522512,--->,28757211,25154417,23133680,19363484,16439679,15195091,
79,8482,SEMA7A,Homo sapiens,2.829635602949,--->,10885563,10201933,9721204,
80,150372,NFAM1,Homo sapiens,2.8040309155235,--->,15143214,12693554,
81,51296,SLC15A3,Homo sapiens,2.8040309155235,--->,11741232,11336635,
82,50943,FOXP3,Homo sapiens,2.787767885772,--->,26862953,25572738,24068936,23282736,21209284,19628330,18430198,18270250,17712989,17389235,17161353,15100250,
83,6786,STIM1,Homo sapiens,2.7422867990904,--->,28624464,28058752,25577287,25044882,24619930,24603752,24591628,
84,170575,GIMAP1,Homo sapiens,2.73291169399,--->,15474311,11814688,
85,5653,KLK6,Homo sapiens,2.7274368532136,--->,21464892,15584920,11668196,9003450,
86,2885,GRB2,Homo sapiens,2.7020337067571,--->,25413232,21822214,20933011,11882361,11827972,11739737,10391903,9872323,8647802,8632004,7706237,
87,6614,SIGLEC1,Homo sapiens,2.6973566209657,--->,23610394,11214971,11133773,
88,5757,PTMA,Homo sapiens,2.682399797056,--->,8886855,8415730,3467312,3466166,
89,8741,TNFSF13,Homo sapiens,2.672663562331,--->,17942754,15488762,12070306,10973284,10331498,
90,26157,GIMAP2,Homo sapiens,2.6673957523508,--->,15474311,11814688,
91,10316,NMUR1,Homo sapiens,2.6673957523508,--->,15635449,10811630,
92,5217,PFN2,Homo sapiens,2.6484153844537,--->,12677009,10958683,10945997,
93,9290,GPR55,Homo sapiens,2.6387656903983,--->,25869640,20549374,20051382,18445684,
94,6289,SAA2,Homo sapiens,2.6247063779904,--->,8089807,7827140,3950541,
95,140578,CHODL,Homo sapiens,2.6066780937199,--->,17606388,12079284,
96,56253,CRTAM,Homo sapiens,2.6066780937199,--->,18329370,15781451,
97,56548,CHST7,Homo sapiens,2.6066780937199,--->,10913333,10781596,
98,155038,GIMAP8,Homo sapiens,2.6066780937199,--->,15474311,11814688,
99,2352,FOLR3,Homo sapiens,2.6066780937199,--->,9547271,8110752,
100,8784,TNFRSF18,Homo sapiens,2.6014792358287,--->,21705620,11812990,9177197,
101,719,C3AR1,Homo sapiens,2.5787159128905,--->,25456411,10571060,9725198,
102,5800,PTPRO,Homo sapiens,2.5787159128905,--->,22001392,19855081,10498613,
103,3682,ITGAE,Homo sapiens,2.5563993623099,--->,22922816,21948982,3498635,
104,474344,GIMAP6,Homo sapiens,2.5501157947448,--->,15474311,11814688,
105,8303,SNN,Homo sapiens,2.5501157947448,--->,9413842,1635553,
106,283420,CLEC9A,Homo sapiens,2.5501157947448,--->,22442345,20479117,
107,834,CASP1,Homo sapiens,2.5495854731666,--->,25589411,24356306,16286016,11821383,10660263,8999548,
108,107963948,LOC107963948,Homo sapiens,2.5345134538658,--->,17118762,12623846,10224280,
109,1237,CCR8,Homo sapiens,2.5130429184328,--->,17082609,8886020,8816377,
110,5335,PLCG1,Homo sapiens,2.508555951904,--->,30005593,28786489,19018007,10692392,10391903,9730685,7831290,
111,84957,RELT,Homo sapiens,2.4971871807518,--->,28688764,11313261,
112,84986,ARHGAP19,Homo sapiens,2.4971871807518,--->,17454002,12693554,
113,1240,CMKLR1,Homo sapiens,2.4919732848985,--->,23904282,15753205,8976386,
114,50489,CD207,Homo sapiens,2.4919732848985,--->,20026605,18322168,16547227,
115,930,CD19,Homo sapiens,2.4641432246684,--->,23071339,16430962,10201980,1714482,
116,6846,XCL2,Homo sapiens,2.447463106471,--->,9632725,7875320,
117,6553,SLC9A5,Homo sapiens,2.447463106471,--->,9933641,7759094,
118,29087,THYN1,Homo sapiens,2.447463106471,--->,14601557,12384300,
119,5788,PTPRC,Homo sapiens,2.4378860498735,--->,16332974,12589045,10330160,2853967,1648262,1373652,
120,57817,HAMP,Homo sapiens,2.4347404763643,--->,29843136,27711215,24387766,23041085,19679815,19414861,15933050,
121,5367,PMCH,Homo sapiens,2.4310359064467,--->,17537530,12220661,10037747,
122,83700,JAM3,Homo sapiens,2.4310359064467,--->,27256571,23221386,17612407,
123,1378,CR1,Homo sapiens,2.402827050869,--->,24022490,23440418,21985366,18684861,18075277,
124,5660,PSAP,Homo sapiens,2.4025212033486,--->,6256275,3242555,2845979,2717620,
125,84824,FCRLA,Homo sapiens,2.4005862745985,--->,12202404,11754007,
126,115350,FCRL1,Homo sapiens,2.4005862745985,--->,22888639,16849395,
127,57835,SLC4A5,Homo sapiens,2.4005862745985,--->,11087115,10978526,
128,6036,RNASE2,Homo sapiens,2.3921813921701,--->,11311552,3182786,3166997,
129,10347,ABCA7,Homo sapiens,2.3732515555472,--->,12917409,11435699,10873640,
130,1380,CR2,Homo sapiens,2.366861745539,--->,22084433,19359041,15138285,2528587,
131,84695,LOXL3,Homo sapiens,2.3562560299683,--->,11334717,11284725,
132,64407,RGS18,Homo sapiens,2.3562560299683,--->,11342430,11042171,
133,26151,NAT9,Homo sapiens,2.3562560299683,--->,21688147,16944568,
134,64092,SAMSN1,Homo sapiens,2.3562560299683,--->,15381729,11594764,
135,84941,HSH2D,Homo sapiens,2.3562560299683,--->,24166736,12960172,
136,2990,GUSB,Homo sapiens,2.3546395792884,--->,8348154,3468507,1465145,
137,9332,CD163,Homo sapiens,2.3421544335041,--->,25587690,17460152,16434690,15613100,15448162,
138,5331,PLCB3,Homo sapiens,2.3363357378521,--->,9730685,9714794,9651375,
139,10365,KLF2,Homo sapiens,2.3207550060737,--->,21187410,11375995,10217429,7565748,
140,127544,RNF19B,Homo sapiens,2.3142169803852,--->,19915045,10912506,
141,57121,LPAR5,Homo sapiens,2.3142169803852,--->,18499677,16651401,
142,55303,GIMAP4,Homo sapiens,2.3142169803852,--->,15474311,11814688,
143,23529,CLCF1,Homo sapiens,2.3142169803852,--->,10500198,10448081,
144,79368,FCRL2,Homo sapiens,2.3142169803852,--->,16849395,11162587,
145,347363,KIF4CP,Homo sapiens,2.3045416860241,--->,10978527,
146,3879,KRT18P1,Homo sapiens,2.3045416860241,--->,8824804,
147,171176,NICN2P,Homo sapiens,2.3045416860241,--->,12392556,
148,106780802,KCNK4-TEX40,Homo sapiens,2.3045416860241,--->,12191490,
149,619212,PA2G4P3,Homo sapiens,2.3045416860241,--->,9345902,
150,474345,GIMAP3P,Homo sapiens,2.3045416860241,--->,15474311,
151,389424,PA2G4P5,Homo sapiens,2.3045416860241,--->,9345902,
152,647033,PA2G4P4,Homo sapiens,2.3045416860241,--->,9345902,
153,646083,PA2G4P6,Homo sapiens,2.3045416860241,--->,9345902,
154,23744,ATP5F1EP1,Homo sapiens,2.3045416860241,--->,10727396,
155,3718,JAK3,Homo sapiens,2.2920309572667,--->,27595398,11349123,10872802,9168059,7559633,
156,28912,IGKV3-20,Homo sapiens,2.2742503386704,--->,9614934,6419127,
157,81704,DOCK8,Homo sapiens,2.2660220840872,--->,26799599,23891736,11214971,
158,4615,MYD88,Homo sapiens,2.2407793942931,--->,24995344,24859878,22944768,18776126,18070982,16286016,11909531,
159,64114,TMBIM1,Homo sapiens,2.2361672373171,--->,25764978,16607040,
160,25802,LMOD1,Homo sapiens,2.2361672373171,--->,8811043,2026759,
161,9402,GRAP2,Homo sapiens,2.2324911856194,--->,9878555,9872323,9857184,
162,11009,IL24,Homo sapiens,2.2225665035479,--->,22475191,21787878,12485618,11704829,
163,406947,MIR155,Homo sapiens,2.2062370843463,--->,26931072,25829072,24332164,23949802,23580661,23246696,21813606,19234151,
164,2057,EPOR,Homo sapiens,2.1966070410796,--->,27831681,9808074,8647802,1848667,1668607,
165,952,CD38,Homo sapiens,2.1736942291983,--->,27637890,23729443,22020217,21692849,17786980,
166,10637,LEFTY1,Homo sapiens,2.1650155769693,--->,11100524,10053005,
167,2516,NR5A1,Homo sapiens,2.1586183506063,--->,28032338,24905461,14555713,12920234,11071856,
168,114614,MIR155HG,Homo sapiens,2.1316771018992,--->,23246696,11675008,
169,30061,SLC40A1,Homo sapiens,2.1312967453469,--->,28027576,24644245,23630227,12161425,
170,407975,MIR17HG,Homo sapiens,2.1078951225486,--->,27720936,24169826,24145403,
171,6002,RGS12,Homo sapiens,2.099676372811,--->,9651375,9168931,
172,9453,GGPS1,Homo sapiens,2.099676372811,--->,18726356,8419360,
173,1880,GPR183,Homo sapiens,2.099676372811,--->,21796212,16540462,
174,79930,DOK3,Homo sapiens,2.099676372811,--->,21822214,10567556,
175,257144,GCSAM,Homo sapiens,2.099676372811,--->,23299888,21502424,
176,27177,IL36B,Homo sapiens,2.099676372811,--->,11278614,10512743,
177,27141,CIDEB,Homo sapiens,2.099676372811,--->,16248853,12429024,
178,3631,INPP4A,Homo sapiens,2.0689141133619,--->,11485317,7608176,
179,7127,TNFAIP2,Homo sapiens,2.0689141133619,--->,21921781,8106408,
180,23428,SLC7A8,Homo sapiens,2.0689141133619,--->,15918515,10391915,
181,2623,GATA1,Homo sapiens,2.0643196116112,--->,28240607,26439305,25755285,18206727,16186125,
182,5781,PTPN11,Homo sapiens,2.0445526054671,--->,27859216,25026279,24093153,20933011,17947393,11739737,11278955,11171044,10391903,
183,26279,PLA2G2D,Homo sapiens,2.0393016976635,--->,15379211,10455175,
184,4161,MC5R,Homo sapiens,2.0393016976635,--->,8185570,7739752,
185,1160,CKMT2,Homo sapiens,2.0393016976635,--->,10462222,9312135,
186,2833,CXCR3,Homo sapiens,2.0228351550211,--->,26275313,15254596,12960247,11554781,9625760,
187,11311,VPS45,Homo sapiens,2.0107596884871,--->,10404641,8996080,
188,922,CD5L,Homo sapiens,2.0107596884871,--->,16030018,9045627,
189,51762,RAB8B,Homo sapiens,2.0107596884871,--->,12639940,8799816,
190,752,FMNL1,Homo sapiens,2.0107596884871,--->,14592423,10958683,
191,6363,CCL19,Homo sapiens,2.0096802452961,--->,28017968,9498785,9235955,
192,2988,GUK2,Homo sapiens,2.0045896620322,--->,5036631,
193,112846,RBM8B,Homo sapiens,2.0045896620322,--->,11013075,
194,389884,PA2G4P1,Homo sapiens,2.0045896620322,--->,9345902,
195,729978,NPIPB2,Homo sapiens,2.0045896620322,--->,15789617,
196,255649,OOSP1,Homo sapiens,2.0045896620322,--->,11747200,
197,404718,GNRHR2P1,Homo sapiens,2.0045896620322,--->,11013075,
198,199800,ADM5,Homo sapiens,2.0045896620322,--->,18434369,
199,100506431,LOC100506431,Homo sapiens,2.0045896620322,--->,20428794,
200,100294362,LOC100294362,Homo sapiens,2.0045896620322,--->,21048783,


EXCLUDED GENES
201,10,NAT2Homo sapiens
202,19,ABCA1Homo sapiens
203,25,ABL1Homo sapiens
204,40,ASIC2Homo sapiens
205,52,ACP1Homo sapiens
206,53,ACP2Homo sapiens
207,55,ACPPHomo sapiens
208,58,ACTA1Homo sapiens
209,60,ACTBHomo sapiens
210,70,ACTC1Homo sapiens
211,71,ACTG1Homo sapiens
212,81,ACTN4Homo sapiens
213,88,ACTN2Homo sapiens
214,90,ACVR1Homo sapiens
215,93,ACVR2BHomo sapiens
216,94,ACVRL1Homo sapiens
217,100,ADAHomo sapiens
218,101,ADAM8Homo sapiens
219,102,ADAM10Homo sapiens
220,103,ADARHomo sapiens
221,119,ADD2Homo sapiens
222,120,ADD3Homo sapiens
223,133,ADMHomo sapiens
224,142,PARP1Homo sapiens
225,147,ADRA1BHomo sapiens
226,150,ADRA2AHomo sapiens
227,151,ADRA2BHomo sapiens
228,152,ADRA2CHomo sapiens
229,160,AP2A1Homo sapiens
230,163,AP2B1Homo sapiens
231,166,AESHomo sapiens
232,174,AFPHomo sapiens
233,175,AGAHomo sapiens
234,177,AGERHomo sapiens
235,178,AGLHomo sapiens
236,182,JAG1Homo sapiens
237,183,AGTHomo sapiens
238,185,AGTR1Homo sapiens
239,196,AHRHomo sapiens
240,197,AHSGHomo sapiens
241,207,AKT1Homo sapiens
242,208,AKT2Homo sapiens
243,213,ALBHomo sapiens
244,214,ALCAMHomo sapiens
245,216,ALDH1A1Homo sapiens
246,230,ALDOCHomo sapiens
247,231,AKR1B1Homo sapiens
248,241,ALOX5APHomo sapiens
249,246,ALOX15Homo sapiens
250,259,AMBPHomo sapiens
251,267,AMFRHomo sapiens
252,272,AMPD3Homo sapiens
253,273,AMPHHomo sapiens
254,291,SLC25A4Homo sapiens
255,292,SLC25A5Homo sapiens
256,302,ANXA2Homo sapiens
257,306,ANXA3Homo sapiens
258,308,ANXA5Homo sapiens
259,309,ANXA6Homo sapiens
260,313,AOAHHomo sapiens
261,317,APAF1Homo sapiens
262,322,APBB1Homo sapiens
263,325,APCSHomo sapiens
264,326,AIREHomo sapiens
265,328,APEX1Homo sapiens
266,329,BIRC2Homo sapiens
267,330,BIRC3Homo sapiens
268,332,BIRC5Homo sapiens
269,335,APOA1Homo sapiens
270,337,APOA4Homo sapiens
271,338,APOBHomo sapiens
272,341,APOC1Homo sapiens
273,343,AQP8Homo sapiens
274,345,APOC3Homo sapiens
275,347,APODHomo sapiens
276,348,APOEHomo sapiens
277,351,APPHomo sapiens
278,355,FASHomo sapiens
279,356,FASLGHomo sapiens
280,358,AQP1Homo sapiens
281,359,AQP2Homo sapiens
282,360,AQP3Homo sapiens
283,361,AQP4Homo sapiens
284,362,AQP5Homo sapiens
285,364,AQP7Homo sapiens
286,366,AQP9Homo sapiens
287,367,ARHomo sapiens
288,382,ARF6Homo sapiens
289,387,RHOAHomo sapiens
290,392,ARHGAP1Homo sapiens
291,400,ARL1Homo sapiens
292,409,ARRB2Homo sapiens
293,410,ARSAHomo sapiens
294,411,ARSBHomo sapiens
295,412,STSHomo sapiens
296,417,ART1Homo sapiens
297,419,ART3Homo sapiens
298,420,ART4Homo sapiens
299,444,ASPHHomo sapiens
300,468,ATF4Homo sapiens
301,472,ATMHomo sapiens
302,483,ATP1B3Homo sapiens
303,486,FXYD2Homo sapiens
304,514,ATP5F1EHomo sapiens
305,540,ATP7BHomo sapiens
306,546,ATRXHomo sapiens
307,549,AUHHomo sapiens
308,551,AVPHomo sapiens
309,558,AXLHomo sapiens
310,567,B2MHomo sapiens
311,578,BAK1Homo sapiens
312,579,NKX3-2Homo sapiens
313,580,BARD1Homo sapiens
314,581,BAXHomo sapiens
315,590,BCHEHomo sapiens
316,595,CCND1Homo sapiens
317,596,BCL2Homo sapiens
318,598,BCL2L1Homo sapiens
319,604,BCL6Homo sapiens
320,606,NBEAP1Homo sapiens
321,607,BCL9Homo sapiens
322,608,TNFRSF17Homo sapiens
323,613,BCRHomo sapiens
324,634,CEACAM1Homo sapiens
325,635,BHMTHomo sapiens
326,639,PRDM1Homo sapiens
327,640,BLKHomo sapiens
328,643,CXCR5Homo sapiens
329,650,BMP2Homo sapiens
330,652,BMP4Homo sapiens
331,654,BMP6Homo sapiens
332,672,BRCA1Homo sapiens
333,673,BRAFHomo sapiens
334,682,BSGHomo sapiens
335,684,BST2Homo sapiens
336,687,KLF9Homo sapiens
337,701,BUB1BHomo sapiens
338,706,TSPOHomo sapiens
339,708,C1QBPHomo sapiens
340,710,SERPING1Homo sapiens
341,712,C1QAHomo sapiens
342,713,C1QBHomo sapiens
343,718,C3Homo sapiens
344,720,C4AHomo sapiens
345,721,C4BHomo sapiens
346,728,C5AR1Homo sapiens
347,738,VPS51Homo sapiens
348,768,CA9Homo sapiens
349,778,CACNA1FHomo sapiens
350,780,DDR1Homo sapiens
351,782,CACNB1Homo sapiens
352,786,CACNG1Homo sapiens
353,794,CALB2Homo sapiens
354,801,CALM1Homo sapiens
355,811,CALRHomo sapiens
356,814,CAMK4Homo sapiens
357,815,CAMK2AHomo sapiens
358,821,CANXHomo sapiens
359,823,CAPN1Homo sapiens
360,824,CAPN2Homo sapiens
361,829,CAPZA1Homo sapiens
362,830,CAPZA2Homo sapiens
363,832,CAPZBHomo sapiens
364,836,CASP3Homo sapiens
365,839,CASP6Homo sapiens
366,841,CASP8Homo sapiens
367,842,CASP9Homo sapiens
368,843,CASP10Homo sapiens
369,846,CASRHomo sapiens
370,857,CAV1Homo sapiens
371,859,CAV3Homo sapiens
372,861,RUNX1Homo sapiens
373,862,RUNX1T1Homo sapiens
374,864,RUNX3Homo sapiens
375,867,CBLHomo sapiens
376,868,CBLBHomo sapiens
377,871,SERPINH1Homo sapiens
378,887,CCKBRHomo sapiens
379,889,KRIT1Homo sapiens
380,890,CCNA2Homo sapiens
381,891,CCNB1Homo sapiens
382,898,CCNE1Homo sapiens
383,900,CCNG1Homo sapiens
384,901,CCNG2Homo sapiens
385,904,CCNT1Homo sapiens
386,912,CD1DHomo sapiens
387,914,CD2Homo sapiens
388,915,CD3DHomo sapiens
389,916,CD3EHomo sapiens
390,917,CD3GHomo sapiens
391,919,CD247Homo sapiens
392,920,CD4Homo sapiens
393,921,CD5Homo sapiens
394,925,CD8AHomo sapiens
395,928,CD9Homo sapiens
396,929,CD14Homo sapiens
397,931,MS4A1Homo sapiens
398,933,CD22Homo sapiens
399,941,CD80Homo sapiens
400,942,CD86Homo sapiens
401,943,TNFRSF8Homo sapiens
402,945,CD33Homo sapiens
403,946,SIGLEC6Homo sapiens
404,947,CD34Homo sapiens
405,948,CD36Homo sapiens
406,953,ENTPD1Homo sapiens
407,958,CD40Homo sapiens
408,959,CD40LGHomo sapiens
409,960,CD44Homo sapiens
410,961,CD47Homo sapiens
411,963,CD53Homo sapiens
